mou_mean,months,change_mou,eqpdays,adjqty,totmrc_mean,rev_mean,ovrmou_mean,drop_blk_mean,change_rev,cluster,churn
458.25,11,-90.25,332.0,2152,54.99,44.99,0.0,11.0,0.0,0,0
3761.0,24,500.0,303.0,10617,96.4425,239.44,523.25,39.0,-21.68,2,0
958.25,22,20.75,393.0,3241,50.0,167.36,386.75,8.666666667,9.33,0,1
682.75,18,-317.75,262.0,849,44.99,34.99,0.0,9.666666667,0.0,0,0
1780.0,33,-987.0,335.0,13995,116.4425,184.615,265.5,62.0,-104.145,2,1
909.25,7,347.75,203.0,531,70.3125,104.325,138.25,8.0,-28.345,0,1
130.0,13,48.0,409.0,364,39.99,30.2375,0.0,3.666666667,-0.2475,0,0
534.5,12,-53.5,363.0,1037,39.99,52.74,65.0,4.333333333,-22.75,0,0
78.25,12,-33.25,347.0,836,39.99,31.6475,0.75,0.0,0.6825,0,1
343.25,12,38.75,362.0,1697,52.53,39.4625,1.75,7.333333333,0.5275,0,0
38.5,32,115.5,944.0,1993,17.2075,21.5825,12.5,0.666666667,48.9575,0,0
536.5,17,-536.5,506.0,3829,94.99,104.1825,0.0,3.333333333,-5.9425,0,1
129.0,23,-45.0,699.0,1401,42.49,42.49,0.0,24.0,0.0,0,0
156.75,17,-3.75,518.0,1347,32.49,32.78,0.0,2.333333333,-0.29,0,0
239.0,31,-27.0,563.0,848,32.49,33.275,0.0,5.333333333,-0.785,0,0
539.5,21,-271.5,175.0,2956,49.99,79.645,92.25,7.0,-27.675,0,0
462.0,11,65.0,309.0,1484,44.99,61.8975,28.5,10.66666667,10.3125,0,0
0.0,11,0.0,306.0,778,61.8225,48.0725,0.0,0.0,76.9075,3,1
1116.0,12,-20.0,206.0,3648,30.0,78.2775,128.5,10.0,-21.8375,0,1
2088.75,10,669.25,184.0,2687,59.99,74.0875,41.5,12.66666667,-9.9575,0,1
288.0,7,-19.0,204.0,604,44.99,42.59,19.0,8.0,-7.6,0,0
283.75,12,0.25,342.0,911,62.5275,54.085,0.0,4.0,-8.705,0,1
239.5,9,86.5,250.0,724,44.99,36.045,1.75,4.333333333,1.745,0,0
857.0,9,737.0,265.0,1846,59.99,105.85,130.0,0.0,136.13,3,1
642.25,14,66.75,15.0,4162,47.8775,106.6125,38.25,29.33333333,-66.3325,2,1
345.5,9,-61.5,258.0,982,44.99,72.2325,91.25,1.333333333,-9.8525,0,0
645.5,14,-406.5,132.0,4387,69.99,96.89,94.0,10.33333333,-32.9,0,1
404.25,13,58.75,355.0,1338,44.99,48.745,34.0,6.0,4.445,0,0
230.25,13,-48.25,381.0,1089,39.99,29.99,0.0,5.666666667,0.0,0,0
2112.25,10,436.75,295.0,3328,59.99,51.355,3.0,65.0,-1.365,0,1
764.5,13,209.5,168.0,3474,69.99,71.04,23.5,9.333333333,21.15,0,1
48.75,11,-11.75,314.0,222,39.99,30.2475,0.25,1.0,0.1325,0,1
290.5,23,-251.5,689.0,1502,39.99,47.405,28.5,2.666666667,-9.415,0,0
537.25,12,-250.25,354.0,628,39.99,74.6425,124.75,0.0,-42.6725,2,0
455.0,15,179.0,430.0,1683,39.99,40.7325,0.0,2.666666667,-0.7425,0,0
544.0,6,364.0,187.0,1469,69.99,82.1725,44.25,19.33333333,9.3575,0,0
636.5,13,-107.5,394.0,3080,39.99,90.2,146.5,6.333333333,-25.68,0,1
1417.5,9,-98.5,275.0,2026,159.99,171.795,43.75,0.0,-11.905,0,0
518.3333333,41,110.6666667,77.0,7124,46.87,61.44,0.0,32.0,-21.45,0,1
1071.25,26,-71.25,141.0,11224,59.99,90.64,87.25,14.0,-10.96,0,0
107.0,7,-12.0,214.0,170,10.0,13.09,0.0,5.0,0.91,0,0
70.25,27,-40.25,819.0,297,34.99,34.99,0.0,0.666666667,0.0,0,0
211.5,19,71.5,571.0,2132,49.99,56.165,0.0,0.333333333,-1.935,0,0
477.5,18,127.5,63.0,2479,44.99,54.9725,38.25,18.33333333,10.4675,0,0
179.75,10,-1.75,306.0,762,29.99,30.26,0.0,2.333333333,-0.27,0,0
22.25,46,16.75,1413.0,2339,29.99,30.6575,0.0,0.0,-0.0675,0,1
696.5,24,57.5,28.0,6881,59.99,55.9775,5.0,11.66666667,-2.7375,0,0
708.0,18,227.0,163.0,4220,75.0,78.9975,1.75,9.0,-0.2775,0,0
420.75,27,538.25,809.0,1593,44.99,37.3825,5.5,1.333333333,-1.4025,0,0
210.75,25,-210.75,756.0,2559,51.98,57.185,0.0,17.66666667,-1.955,0,1
100.5,11,27.5,342.0,193,40.0,33.5575,0.0,1.0,-0.1575,0,0
1372.25,13,-704.25,380.0,3878,88.8675,83.3475,0.0,33.66666667,-162.8475,2,0
291.0,23,-176.0,697.0,3575,50.0,47.5,0.0,7.333333333,0.0,0,1
0.0,16,0.0,471.0,626,5.0,5.045,0.0,0.0,-0.045,0,1
207.5,23,16.5,677.0,3811,30.0,30.0,0.0,10.0,0.0,0,0
538.75,11,447.25,324.0,664,44.99,36.18,2.5,1.333333333,-1.19,0,0
147.5,25,-15.5,732.0,1037,30.0,30.0,0.0,3.0,0.0,0,0
853.25,19,419.75,338.0,5738,35.1575,81.62,9.0,9.333333333,60.21,3,0
1156.25,18,-111.25,325.0,5594,59.99,248.7275,569.75,17.66666667,-39.1675,2,0
5.75,17,-1.75,509.0,1976,10.0,10.16,0.0,1.333333333,-0.16,0,0
588.0,14,-87.0,398.0,1527,44.99,39.8575,8.25,3.333333333,-2.8875,0,1
157.25,9,47.75,246.0,395,69.99,51.24,0.0,3.0,3.75,0,0
630.0,16,24.0,119.0,3241,30.0,42.3425,23.75,10.0,-8.0525,0,0
582.5,14,179.5,419.0,2485,15.0,30.3025,38.0,30.0,-15.1225,0,0
106.75,17,-32.75,518.0,927,29.99,30.26,0.0,3.0,-0.27,0,0
563.25,22,455.75,57.0,2254,49.1825,107.7475,107.0,3.0,77.9625,3,1
35.75,11,-8.75,331.0,256,59.99,53.8625,0.0,1.0,-0.6225,0,1
759.25,30,-235.25,544.0,4770,49.99,157.765,359.25,21.33333333,-70.575,2,0
130.5,16,18.5,480.0,617,44.99,34.99,0.0,1.333333333,0.0,0,0
1437.0,14,-303.0,426.0,6162,109.99,158.9075,210.5,17.0,-46.7575,2,0
310.0,22,-31.0,105.0,775,29.99,87.98,112.75,9.333333333,-18.77,0,0
0.0,12,0.0,338.0,7,44.99,34.99,0.0,0.0,0.0,0,0
287.25,31,83.75,745.0,6980,29.9925,83.53,168.25,22.33333333,-11.15,0,1
110.6666667,31,23.33333333,949.0,431,30.0,30.84,0.0,1.666666667,-0.84,0,1
525.25,14,204.75,439.0,1878,69.99,76.2075,7.5,9.0,4.5325,0,0
155.75,21,-2.75,637.0,1431,44.99,38.41,0.0,6.0,-2.78,0,1
807.25,15,-233.25,440.0,2882,59.99,73.9575,56.25,17.0,-3.2975,0,1
293.0,25,-155.0,736.0,2071,49.99,41.1325,1.0,3.333333333,-1.1425,0,0
27.25,26,-6.25,780.0,1203,29.99,29.99,0.0,0.666666667,0.0,0,1
95.25,12,65.75,378.0,527,10.0,18.0875,5.0,6.666666667,23.9025,0,1
369.0,9,310.0,259.0,748,68.8575,89.38,47.75,12.66666667,47.18,0,0
686.25,16,-219.25,131.0,5297,59.99,50.0875,0.25,82.33333333,-0.0975,0,1
32.0,14,-21.0,395.0,1286,59.99,37.4925,0.0,1.333333333,12.4975,0,1
390.75,35,-112.75,1039.0,5313,50.0,68.1475,18.0,1.0,-11.2175,0,0
351.25,13,237.75,386.0,1543,30.0,34.385,6.25,3.0,5.715,0,0
466.0,8,-21.0,230.0,820,60.11,51.6275,0.0,5.0,-0.9475,0,1
227.5,7,138.5,211.0,320,69.99,49.99,0.0,1.666666667,0.0,0,0
47.0,29,-5.0,877.0,885,57.4825,57.4825,0.0,1.0,-7.4925,0,0
449.5,6,-449.5,189.0,1551,59.99,81.78,53.75,16.0,-27.79,0,1
248.75,11,98.25,334.0,1118,40.0,41.21,15.25,0.0,16.01,0,0
1135.75,17,-403.75,496.0,3651,80.405,213.765,381.25,7.666666667,-113.775,2,0
139.25,9,-46.25,266.0,274,39.99,30.26,0.0,0.0,-0.27,0,0
410.0,10,-24.0,155.0,1410,41.36,45.75,36.0,8.666666667,-0.08,0,1
1209.5,16,190.5,463.0,3292,49.99,40.485,1.25,3.666666667,0.705,0,0
69.75,37,-35.75,1133.0,3850,49.99,43.24,0.0,3.0,0.0,0,1
430.0,21,-207.0,75.0,3030,59.99,70.2175,24.25,5.333333333,-6.2975,0,0
185.75,16,-0.75,471.0,1278,61.7025,65.84,31.25,10.66666667,42.81,0,1
177.0,20,-105.0,618.0,1527,21.9925,42.065,50.25,3.333333333,-44.265,0,0
109.0,25,-1.0,59.0,287,32.49,32.81,0.0,0.666666667,0.96,0,0
315.75,20,4.25,590.0,1862,39.99,29.99,0.0,3.666666667,0.0,0,0
78.25,35,-60.25,484.0,800,30.0,30.2725,0.0,3.666666667,-0.2725,0,1
1250.5,17,-1250.5,491.0,9193,159.99,117.405,0.0,11.0,35.835,0,1
117.5,27,5.5,110.0,1503,44.99,38.6925,5.25,9.666666667,-2.5325,0,0
775.75,30,-240.75,310.0,8620,66.5075,105.1325,125.75,19.66666667,30.1275,0,1
138.25,12,-5.25,335.0,946,79.99,73.99,0.0,1.666666667,0.0,0,1
736.75,8,-494.75,229.0,2177,52.61,101.9825,144.0,5.666666667,-43.9925,2,0
1887.0,22,-358.0,286.0,7558,104.99,140.265,50.75,32.0,-30.865,2,0
32.5,23,-10.5,700.0,2552,10.0,15.445,5.25,2.333333333,-4.665,0,1
40.5,45,-21.5,1368.0,771,19.95,23.225,9.25,1.0,-3.275,0,0
1095.5,18,-77.5,98.0,5080,50.03,42.3475,12.75,18.0,1.1525,0,0
946.25,7,-187.25,191.0,2049,50.115,65.06,28.0,43.33333333,-11.82,0,1
909.0,24,230.0,213.0,4822,84.99,79.41,0.0,16.66666667,-1.17,0,1
1058.0,47,-48.0,702.0,20210,75.0,99.575,0.0,11.66666667,-20.925,0,0
508.75,17,-175.75,124.0,1802,84.99,84.99,0.0,3.0,0.0,0,0
230.5,7,13.5,186.0,453,44.99,46.68,32.5,16.33333333,-11.69,0,0
768.5,20,228.5,157.0,3525,57.41,148.96,102.0,3.666666667,3.43,0,1
380.25,12,-300.25,139.0,2874,55.055,63.815,0.0,4.333333333,-115.905,2,0
414.25,14,42.75,425.0,2049,29.99,47.1575,53.5,19.33333333,-1.3675,0,1
2398.25,26,-134.25,186.0,10848,59.99,212.2875,535.5,47.66666667,-17.2175,2,0
800.5,31,-299.5,247.0,2800,59.99,71.3375,39.0,68.33333333,-21.3475,0,1
537.25,12,-88.25,346.0,2346,44.99,49.5975,41.0,20.0,-11.8075,0,1
1136.0,6,477.0,191.0,1684,65.795,109.5475,142.0,29.66666667,-11.7875,0,1
499.0,25,17.0,458.0,4585,69.99,73.3575,24.5,5.0,-4.2775,0,1
575.25,25,-573.25,402.0,2700,29.99,181.82,421.75,16.0,-151.83,2,1
1374.25,15,234.75,449.0,3187,40.03,42.7925,3.0,0.0,2.8975,0,0
152.5,21,59.5,625.0,3235,30.0,33.745,0.0,17.66666667,-0.495,0,0
19.75,27,1.25,811.0,429,16.99,19.42,6.5,0.666666667,-0.33,0,0
1322.25,11,-164.25,92.0,1765,44.99,34.99,0.0,9.0,0.0,0,0
1667.75,25,371.25,82.0,14306,59.99,51.2475,6.5,34.33333333,13.8125,0,0
2114.0,13,415.0,222.0,5146,84.99,109.6825,116.0,15.33333333,56.7275,3,1
389.5,22,-27.5,490.0,3185,49.99,55.6775,0.0,20.0,2.9225,0,0
86.5,12,9.5,370.0,405,10.0,11.095,2.0,0.666666667,1.305,0,1
133.0,10,-133.0,296.0,1401,17.33,14.265,3.25,3.666666667,-4.265,0,1
379.75,9,-41.75,267.0,1000,59.99,52.165,0.0,9.666666667,-2.175,0,1
514.25,15,-63.25,109.0,1880,10.0,18.305,6.75,6.0,-2.365,0,0
177.75,13,-14.75,368.0,633,29.99,30.69,2.0,0.0,-0.7,0,1
421.0,12,-111.0,362.0,1470,49.99,83.515,131.5,13.66666667,-32.325,0,0
620.75,12,86.25,362.0,1916,45.66,48.6425,25.25,25.66666667,-8.2425,0,1
221.25,15,19.75,347.0,1293,29.7575,30.1475,1.0,4.0,-1.1175,0,0
118.5,13,72.5,383.0,439,49.99,34.99,0.0,0.0,0.0,0,1
121.75,13,18.25,367.0,735,79.99,69.99,0.0,1.666666667,0.0,0,0
872.25,7,-109.25,85.0,2148,44.99,79.545,105.25,26.0,-9.765,0,0
701.5,10,669.5,296.0,1762,64.99,54.1025,11.75,13.66666667,11.2875,0,0
469.25,15,283.75,462.0,4292,29.99,152.64,290.0,17.0,105.26,3,1
917.25,21,96.75,326.0,5979,84.99,121.1575,0.0,21.33333333,-43.1975,0,0
116.25,21,-112.25,638.0,974,30.0,32.425,0.0,4.333333333,-2.425,0,1
529.5,23,13.5,3.0,4056,49.99,64.0,0.75,9.666666667,-18.92,0,0
506.5,32,4.5,102.0,6802,66.8025,85.0575,46.25,19.0,-9.8675,0,0
990.75,18,-129.75,5.0,5934,44.99,56.86,33.25,17.0,-16.52,0,0
908.0,18,500.0,430.0,2617,69.99,130.0175,213.5,9.666666667,117.2125,3,0
596.0,14,-90.0,417.0,3208,50.3525,69.675,55.75,9.333333333,-23.005,0,1
210.25,11,113.75,331.0,623,30.0,33.585,0.0,7.666666667,1.635,0,0
2.75,11,-2.75,324.0,742,10.0,10.09,0.0,1.0,-0.09,0,1
291.0,18,-291.0,539.0,2504,34.98,36.9225,2.25,7.666666667,-1.9425,0,1
393.5,22,-67.5,11.0,5301,36.04,22.21,0.0,1.0,-22.21,0,0
192.75,18,141.25,544.0,1084,44.99,40.04,0.0,7.666666667,4.14,0,0
73.75,21,-19.75,625.0,817,29.99,30.2375,0.0,2.0,-0.2475,0,1
263.0,13,-263.0,391.0,2453,59.99,61.185,12.0,22.66666667,-11.195,0,1
0.0,15,0.0,444.0,219,10.0,10.0,0.0,0.0,0.0,0,1
201.75,13,22.25,367.0,697,10.0,10.0,0.0,1.333333333,0.0,0,0
1039.75,8,61.25,85.0,2138,59.99,51.375,1.75,54.0,1.105,0,0
24.25,33,-23.25,999.0,1353,29.99,30.2375,0.0,0.0,-0.2475,0,1
247.0,7,-25.0,184.0,501,59.99,50.53,0.75,9.0,-0.54,0,1
172.25,18,46.75,556.0,4143,19.3475,24.2775,5.75,1.0,11.9525,0,0
259.5,11,168.5,36.0,964,20.0,31.6275,9.0,9.666666667,23.3625,0,0
912.75,11,-912.75,126.0,2817,41.325,125.2175,261.25,47.33333333,-164.8875,2,0
1017.5,13,-230.5,360.0,1687,107.99,150.2,0.0,6.666666667,-32.69,0,1
165.5,11,29.5,315.0,351,59.99,49.99,0.0,1.333333333,0.0,0,1
1219.5,11,-491.5,211.0,4592,59.99,111.3575,172.25,62.33333333,-57.3675,2,1
356.5,12,344.5,353.0,1233,44.24,37.725,9.25,2.0,11.205,0,0
307.5,15,143.5,457.0,4884,75.0,78.925,0.0,6.666666667,-0.675,0,1
434.25,17,26.75,509.0,2538,84.99,90.12,0.0,8.0,0.87,0,0
249.5,25,10.5,755.0,2241,42.49,42.7375,4.75,3.666666667,-0.2475,0,1
980.5,7,317.5,182.0,1101,79.99,108.81,165.25,13.33333333,48.79,3,1
1083.25,7,380.75,184.0,2440,44.99,128.67,224.0,18.33333333,59.26,3,0
479.75,18,135.25,212.0,915,44.99,63.83,68.5,4.0,-23.08,0,0
434.5,26,95.5,4.0,2306,46.6025,38.0775,0.0,3.333333333,0.2925,0,0
470.5,47,-51.5,832.0,12182,50.0,50.0,0.0,4.666666667,0.0,0,0
145.5,10,-145.5,313.0,631,74.99,80.1325,0.0,7.333333333,-5.1425,0,1
438.5,16,-120.5,468.0,2022,39.99,52.39,64.0,27.33333333,-22.4,0,1
572.5,28,5.5,184.0,3028,44.99,44.3375,21.5,9.333333333,-7.0075,0,0
217.75,14,60.25,227.0,1149,29.99,31.04,0.0,8.0,-0.3,0,1
139.5,14,133.5,432.0,224,29.99,35.5225,11.5,4.0,10.5075,0,1
60.0,19,22.0,568.0,887,32.49,33.7875,0.0,0.0,3.8925,0,1
442.25,8,-89.25,245.0,1249,44.99,36.025,2.25,11.0,2.115,0,0
374.0,9,-48.0,247.0,920,44.99,38.99,0.0,3.666666667,0.0,0,0
397.75,24,-12.75,738.0,2203,44.99,38.555,0.0,9.666666667,-0.315,0,0
439.5,21,242.5,21.0,3323,44.99,37.2975,0.0,38.33333333,-2.3075,0,0
270.5,25,-43.5,157.0,1785,50.0,53.3425,0.0,4.0,0.8875,0,0
477.75,18,-477.75,524.0,4009,84.99,85.495,2.5,18.0,-10.505,0,1
666.25,10,-115.25,294.0,2430,44.99,45.14,29.0,0.0,-10.15,0,1
1156.25,23,285.75,430.0,6108,74.99,122.215,212.5,17.33333333,55.205,3,1
108.25,7,60.75,211.0,287,9.1925,9.6725,0.25,9.0,0.3275,0,1
0.0,18,0.0,517.0,171,5.0,4.75,0.0,0.0,0.0,0,1
1547.75,19,325.25,49.0,7770,59.99,65.95,37.75,11.33333333,-15.96,0,0
858.75,15,-318.75,432.0,4276,59.99,68.45,28.25,9.0,-10.23,0,0
59.5,17,-22.5,306.0,3180,10.0,33.69,20.25,0.0,-20.7,0,0
117.0,13,23.0,367.0,128,39.99,30.485,0.0,0.666666667,-0.495,0,0
1031.75,26,140.25,213.0,7177,95.0,76.95,0.0,23.0,4.8,0,0
237.75,15,-212.75,451.0,1651,49.99,50.8975,0.0,5.333333333,-0.9075,0,1
251.25,8,-32.25,218.0,318,44.99,39.485,0.0,2.0,-0.495,0,0
501.25,32,-79.25,210.0,5029,29.99,46.81,45.0,11.0,-13.96,0,0
414.0,31,48.0,469.0,4612,59.99,65.93,0.0,4.0,8.71,0,0
336.5,11,85.5,96.0,1629,47.33,45.975,27.0,7.333333333,28.595,0,0
932.5,30,28.5,145.0,9207,59.99,81.865,65.75,24.33333333,22.155,0,0
465.0,10,7.0,291.0,1800,69.99,62.4225,0.0,11.66666667,-0.2525,0,0
435.0,6,278.0,189.0,757,77.49,76.4125,30.5,15.66666667,31.3275,0,1
121.25,24,-9.25,716.0,1625,29.99,34.7375,4.0,3.333333333,-1.4975,0,0
99.75,11,88.25,310.0,176,10.0,15.8675,0.0,0.333333333,5.9825,0,0
538.25,11,12.75,324.0,1834,59.99,50.44,0.0,8.0,-0.45,0,1
865.75,11,-434.75,332.0,2091,59.99,59.3925,22.75,10.0,-4.2825,0,1
404.25,47,190.75,168.0,10008,32.615,55.3325,51.0,6.333333333,56.5075,3,1
346.5,10,104.5,296.0,532,55.9175,52.2275,1.75,13.33333333,0.7625,0,0
9.5,24,-9.5,469.0,2140,29.99,29.99,0.0,0.0,0.0,0,1
118.0,24,-118.0,424.0,5754,33.825,27.71,3.25,0.0,7.28,0,1
386.75,11,101.25,306.0,1224,39.99,36.3625,17.5,3.666666667,-6.3725,0,0
1016.5,18,240.5,519.0,3595,59.99,69.905,36.5,5.666666667,14.305,0,0
50.0,13,-48.0,314.0,3207,29.9925,25.7175,0.0,0.0,-25.7175,0,1
1818.75,14,119.25,29.0,10322,69.99,137.5375,225.25,33.0,35.8225,3,0
158.5,22,21.5,680.0,1387,32.99,36.4275,0.0,5.333333333,-0.5575,0,1
709.0,15,-57.0,464.0,2549,59.99,91.24,54.0,17.66666667,-37.29,0,1
324.75,36,264.25,407.0,1778,39.99,45.29,13.25,0.0,15.9,0,0
45.25,14,45.75,423.0,226,10.0,7.7475,0.0,0.0,0.7425,0,0
81.75,12,-8.75,361.0,704,44.99,38.99,0.0,1.333333333,0.0,0,0
252.75,10,-126.75,308.0,1176,39.99,30.755,0.0,8.333333333,1.215,0,0
1436.0,34,-137.0,1005.0,9091,99.99,204.7725,387.75,32.0,-35.8725,2,1
7.0,7,-7.0,227.0,64,10.0,10.965,2.5,0.666666667,-0.965,0,1
443.75,13,40.25,234.0,957,44.99,46.4,31.25,7.333333333,-5.61,0,1
269.25,13,5.75,366.0,790,39.99,37.105,0.0,0.0,9.695,0,0
296.0,35,106.0,-3.0,1675,29.99,76.39,126.75,7.333333333,18.8,0,0
553.25,13,-94.25,137.0,4994,44.99,58.155,41.5,6.333333333,-15.165,0,1
550.25,22,11.75,648.0,2361,53.03,85.655,67.0,8.0,24.665,0,1
336.75,17,-50.75,508.0,1593,30.0,70.075,117.0,4.333333333,-21.625,0,1
530.75,19,159.25,334.0,5809,99.99,107.3625,0.0,0.0,1.5375,0,0
880.5,14,-880.5,102.0,2417,59.99,37.4925,0.0,7.0,12.4975,0,1
601.25,15,17.75,202.0,3280,59.99,51.0775,1.0,1.333333333,-0.7875,0,1
490.25,15,298.75,444.0,1072,57.89,86.86,92.0,42.33333333,71.58,3,1
1289.0,11,-381.0,52.0,4830,52.49,86.3975,84.5,20.66666667,-33.4375,2,1
158.25,25,83.75,437.0,2009,29.99,40.515,27.25,0.0,21.825,0,1
566.0,23,-20.0,230.0,2384,30.0,94.565,164.75,8.666666667,-24.285,0,1
161.25,19,50.75,563.0,598,30.0,30.27,0.0,8.0,-0.27,0,0
3161.5,20,5.5,21.0,22303,84.99,123.4325,179.0,50.66666667,-8.4725,2,0
1799.25,39,138.75,171.0,14347,106.98,110.33,0.0,0.0,24.21,0,1
399.0,51,151.0,47.0,7316,32.49,34.395,0.0,4.666666667,1.065,0,0
1138.0,9,5.0,263.0,3133,52.4925,110.285,73.25,42.66666667,74.305,3,0
90.75,43,-39.75,645.0,1918,15.0,15.0,0.0,9.333333333,0.0,0,0
522.5,11,12.5,343.0,2824,39.99,54.4825,69.75,0.0,-12.2425,0,1
170.75,23,-163.75,714.0,2726,29.99,47.7875,55.75,40.66666667,-17.3475,0,1
719.25,12,-63.25,89.0,2862,42.53,52.295,24.5,16.0,-7.315,0,0
694.0,26,-247.0,545.0,4386,51.4075,68.4475,95.0,6.666666667,-66.6575,2,1
0.0,24,0.0,715.0,663,10.0,10.0,0.0,0.0,0.0,0,1
359.75,15,-86.75,299.0,1118,59.99,49.6475,0.0,0.0,-1.1675,0,1
982.0,8,94.0,225.0,1495,44.99,74.5525,78.0,18.66666667,-20.2725,0,0
320.0,15,-29.0,1.0,3039,85.0,76.0975,3.75,8.333333333,-1.0975,0,0
257.75,27,33.25,793.0,1719,10.0,19.8025,13.5,2.333333333,4.4375,0,1
31.5,22,-14.5,665.0,1031,29.99,29.99,0.0,2.0,0.0,0,1
442.5,25,-43.5,107.0,1371,65.315,72.1625,15.25,0.0,-12.1725,0,0
95.75,28,-15.75,21.0,1311,30.0,30.0,0.0,3.666666667,0.0,0,0
603.0,31,69.0,673.0,6214,50.0,65.48,48.75,12.0,4.17,0,0
392.5,15,-349.5,441.0,2469,26.13,37.23,49.25,6.0,-37.23,0,0
43.75,17,8.25,522.0,245,16.99,20.9,17.0,0.0,1.15,0,1
128.25,12,16.75,136.0,613,39.99,34.9225,0.0,2.0,-1.6825,0,1
335.5,23,-160.5,691.0,1468,42.49,66.4125,62.0,2.0,-20.6725,0,0
476.25,11,-462.25,306.0,1073,44.99,39.165,9.75,9.666666667,-3.535,0,1
198.75,23,-1.75,695.0,1518,29.99,46.215,52.0,9.333333333,-3.025,0,1
265.25,11,5.75,317.0,2434,44.99,39.2625,0.0,22.66666667,0.2675,0,1
1464.75,35,-797.75,231.0,9468,75.26,154.7725,218.0,14.0,-184.7225,2,0
0.0,14,0.0,399.0,581,44.99,34.99,0.0,0.0,0.0,0,1
78.75,26,-24.75,782.0,497,29.99,28.49,13.0,0.333333333,0.0,0,1
6.25,14,-3.25,413.0,79,19.99,19.99,0.0,0.0,0.0,0,0
1965.75,7,-798.75,206.0,1820,49.99,73.1325,81.0,4.666666667,-32.1525,2,0
2450.5,17,-423.5,187.0,5561,114.99,333.37,537.5,22.66666667,-67.58,2,1
365.0,15,103.0,10.0,2499,44.99,34.99,0.0,7.666666667,0.0,0,0
463.75,9,-115.75,287.0,838,64.99,60.1975,0.0,5.333333333,-6.2075,0,0
515.5,13,-82.5,383.0,1901,59.99,60.8225,0.0,8.666666667,3.9375,0,0
603.5,26,-91.5,55.0,8823,30.96,50.67,73.75,30.33333333,3.74,0,0
1034.5,31,-171.5,319.0,9873,104.99,70.7325,0.0,20.66666667,14.2575,0,0
589.0,33,148.0,229.0,1800,44.99,56.4275,61.25,7.333333333,-15.8375,0,0
1303.25,12,-231.25,154.0,2979,69.99,128.4425,220.75,14.66666667,16.7175,0,1
65.0,37,39.0,276.0,2226,30.0,33.4975,0.0,3.666666667,-0.2475,0,0
74.75,27,-60.75,180.0,169,13.495,31.99,45.75,6.333333333,-11.0,0,1
835.75,19,90.25,307.0,5282,59.99,64.115,31.0,14.33333333,10.005,0,0
481.25,38,-38.25,257.0,2064,44.99,56.7775,49.75,2.666666667,-14.0375,0,0
24.5,21,-24.5,32.0,1075,34.98,54.46,0.0,2.333333333,55.5,0,1
218.5,7,-73.5,224.0,277,10.0,10.2725,2.0,2.666666667,-1.5725,0,0
635.5,19,-64.5,295.0,2567,69.99,78.0675,6.0,9.666666667,-4.0775,0,0
558.0,12,-347.0,351.0,5034,59.99,55.2575,3.25,0.0,-1.2675,0,1
544.75,14,-75.75,397.0,2906,29.99,56.24,75.0,14.66666667,-26.25,0,0
249.25,35,-249.25,332.0,6194,34.335,47.1925,18.5,11.33333333,2.7975,0,0
549.5,17,-228.5,421.0,1775,59.99,54.72,12.0,5.0,-4.73,0,1
855.0,33,-744.0,191.0,8278,49.99,115.2825,67.75,6.333333333,-80.2925,2,1
366.25,22,-238.25,63.0,3215,41.12,62.88,45.75,10.33333333,-23.89,0,0
157.75,21,160.25,427.0,474,29.99,52.6775,68.25,6.333333333,32.5625,0,1
531.25,11,57.75,334.0,1863,69.99,56.7325,6.25,13.66666667,-2.7425,0,1
414.5,7,-31.5,195.0,1387,54.99,49.3875,8.25,7.666666667,-8.4075,0,0
2072.0,11,223.0,31.0,4999,84.99,76.2825,0.25,88.0,0.9075,0,0
394.0,11,34.0,324.0,1668,59.99,50.0875,0.25,16.66666667,-0.0975,0,0
1259.5,8,-211.5,240.0,3519,68.8225,102.4725,121.75,51.33333333,-5.9325,0,0
701.25,18,-472.25,174.0,4249,69.99,84.8625,61.25,17.66666667,-20.1225,0,1
320.5,14,-108.5,403.0,1591,39.99,50.2025,57.75,2.666666667,-20.2125,0,0
223.5,35,0.5,419.0,4794,34.3325,34.3325,0.0,1.333333333,0.1475,0,1
231.75,17,-86.75,498.0,2113,49.99,54.7275,0.0,0.333333333,-0.8475,0,1
514.5,11,-16.5,335.0,1854,10.0,20.905,43.25,12.66666667,-10.905,0,0
535.25,25,-430.25,322.0,5964,84.99,86.4775,0.0,10.0,-1.2375,0,1
1417.0,40,219.0,1202.0,11342,99.99,175.3625,324.25,18.33333333,49.3775,3,0
540.25,16,149.75,334.0,4014,32.49,41.8075,14.0,3.0,10.4725,0,0
88.75,23,-43.75,696.0,1305,42.49,41.7375,0.0,4.0,0.7525,0,1
318.25,13,-27.25,47.0,1404,44.99,39.7325,0.0,2.0,-0.7425,0,0
377.25,12,-92.25,375.0,1608,10.0,22.6375,41.75,12.33333333,-12.6375,0,0
500.25,14,-13.25,406.0,2250,47.49,37.49,0.0,5.666666667,-2.5,0,0
346.0,25,165.0,752.0,2174,39.99,40.7325,0.0,1.333333333,1.2375,0,0
47.25,17,59.75,525.0,446,24.5875,35.1975,16.75,3.0,14.8425,0,1
160.0,11,82.0,336.0,304,52.74,56.035,6.75,1.333333333,4.945,0,1
257.0,24,-131.0,721.0,2981,69.99,65.38,0.0,5.333333333,-5.39,0,1
501.5,10,-54.5,87.0,2471,59.99,50.92,1.5,13.0,-0.54,0,0
